review_text,review_posted_date,review_header,review_rating,review_author
"I am going to step you through each aspect of the phone and my thoughts so far. Short Version Pro's - Good budget phone for any one India. - Battery life is shockingly good. (ha) - Phone feels amazing in the hand - Durability of this thing is on point, designed to last instead of break. - Speaker sounds not up to mark and even volume. - Design part I love it very much Con's - Picture quality not good they given13 MP Rear camera | 5 MP front camera. - Stock camera software is extremely basic, enough for most users but weak for those looking for those great shots. - Screen size is not 5.5 inch. - Processor can get a little hung up every once and a while but it's barely noticeable. - Phone feels so nice that putting a case on it just feels bad encouraging you not to protect it and you should always use protection. - It doesn't make me breakfast. Overall, what Redmi phone does not everything but it’s budget friendly phone.",16 Mar 2019,Just received such a good smartphone in 7k.,5.0 ,Dharmesh Zaveri
The phone is very nice and the build quality is also good and it has a nice display and a good speaker in this price range in performance wise the phone is good for normal users like surfing and it is good for casual gaming but comes to heavy games like pubg etc the phone sucks the phone is not good for gaming it really sucks go for real me c1 adding 1000 buck don't buy it for the user's who do heavy games in their phone but the other wise for common users it is a good phone no lags in surfing in internet etc it is really a good choice for common people BUT IF YOU ARE GAMER DONT BUY IT REALLY SUCKS !!! go for real me C1 it's will give u decent performance in this price range,16 Oct 2018,GOOD PHONE BUT SUCKS FOR HEAVY GAMING,3.0 ,Justin
"Camera not working and picture quality is not good I can see only blue and brown, where is rest of color. I have attached the pic from Redmi 6A and other phone, you can see the difference clearly. After factory reset problem has been solved.",03 Feb 2019,Good phone,4.0 ,Amol W
"Sleek built design , it looks like mid-range premium smartphone. Sound quality is quite good.Battery life is excellent.No heating issue. Camera performance is good at 7k range. Selfie camera has Portrait mode. I got battery draining issue but it is resolved after hard reset. Finally I can say go for it if your budget is limited to 7k",20 Jan 2019,It's budget worthy at 7k to be buy.Just go for it.,4.0 ,Rohan Rajput
"I have gifted this phone to my Mom...she has been using it for the last 4-5 months and she is quite happy with the handset, so here are the pros and cons she has experienced over this period of time - PROS 1. Front Camera is quite good in this price range...daylight images are noteworthy with good saturation n sharpness 2. Rear Camera is fair in well lit places but in low light conditions create some noise in the images but with flash it can be reduced to a certain level 3. Screen Display is good at this price range...processor speed is also fair enough considering you are not planning to play any rich graphics game 4. Call quality nd network is good CONS 1. Sound is very low - both during calls and music 2. Loudspeaker is of poor quality 3. Battery life could have been better - with moderate usage of call and data it lasts a max of 9 hours",24 Jun 2019,Front Camera is quite good in this price range.. a must buy for the selfie lover amateurs,4.0 ,AS
"This is one of the best budget mobile phone. Nowadays this phone gets a little older, but it is ok for the lite user. I brought this phone 2GB variant model for my father. It just perfect for my father. In the box, there is the main handset, a normal charging adapter, one micro-USB cable, a sim ejector tool, and some booklets. --It has 5.45 inches IPS LCD screen with 720X1440 pixels and the ratio of 18:9. The screen is curved at corners. --It comes with Android 8.1 Oreo. --It has Mediatek MT6761 Helio A22 processor clocked at 2.0GHz. It is a 12NM chip. It is very ok for day to day task. --It has PowerVR GE8320 GPU also. --It is fully made of plastic, that's why it fill little bit plasticky but it made the phone very light-weight. This phone is very slick also. --It has dedicated microSD card slot. It means you can use 2 sim cards and microSD card at the same time. --It has 2GB RAM and 16GB internal storage. --It has a single 13MP f/2.2 rear camera. It can record video at 1080p in 30fps. --It has a single 5MP f/2.2 front camera. -- It has a large 3000MAh battery. It lasts almost 1 Day in a single charge. --It has 3.5mm headphone jack. Cons: -- Camera quality is not that good. It's average. But according to the price is acceptable. -- No earphone jack comes in the box.",06 Aug 2019,Budget friendly phone,5.0 ,Tanmoy Paul
Mobile phone is hanging and lags for all times even we can't see the gallery pic's also. I did i mistake before buy the product i need to check review 's. so plz dont buy and don't waste money. Its my request to buyers plz read review before buy any product. thanks to all,19 Jan 2019,Don't buy this phone and don't waste money,1.0 ,venkata ramanjaneyulu
"The screen is good enough for watching videos. Xiaomi's phones have always surprised with great performance in our HD video loop battery life test. The Redmi 6A ran for 13 hours, 22 min bea 3000mAh battery. The Redmi 6A runs MIUI 9.6 which is based on Android 8.1. Our unit had already received the August 2018 Android security patch. There's no official word on any release timeframe for an update to Android 9.0 Pie.",15 May 2019,Xiomi Redmi 6A is decent smartphone.,4.0 ,Ina khubchandani
I bought 6a only 1 day ago..battery is too poor.8 hours hold it mobile in 2g network last night data off no other application on..automatically 18 percent down battery.,15 Oct 2018,Battery is too poor.,1.0 ,RIYAZ YUSUFBHAI GHANCHI
"I am using this mobile since one week so I found so many lags while using youTube, camera, and also battery is draining very fast. The phone look good outside but its is very pure at performance. Please look at alternate mobiles at this price rage.",03 Oct 2018,"Please don't buy this Phone, It is not so worthy for that price.",2.0 ,Pavan
"I bought this phone few days back and frankly speaking, I couldn't refrain from sharing my reviews. At first, Thank you Amazon for such a wonderful product and Best offer to ever loving customers with discount from various banks. My basic need was a phone that can support 2 JIO SIM's at once. For my un-fortunate belief, every website shown phone which were costing not less than 10k. Redmi 6A, RedMI Rocks again !!! Once again, one of the best product from Redmi for optimal price with excellent features. Pros: Support 2 JIO sims at once. Dual sim jio lovers certainly cant miss this phone. Slim, light weight and enough handy. Performance and Speed wise, its a good call Camera, Sound and Seemless transition is good Security options plenty. Voice quality is good Cons : Average battery. No finger print. Overall, It served my need of 2 JIO sims for which, I am so happy about this product. Thank you Redmi... Keep rocking !!!",22 Feb 2019,As usual Amazon turns up Amazing and Redmi turns Rocking,5.0 ,Nagaraj Belagavi
"I purchased it for my mom as she is not much into the technology this phone is easy to work and she is very much happy with the product, writing this review after 2 months of use of the phone... it has great battery life, good camera quality, ample storage , accurate sensors, no heating problems at all, It is a complete value for money, so many features at this price is a great deal....",18 May 2019,Value for money...,5.0 ,Jwalant Powany
